AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,49.07,47.72,48.06,74.07,45.42,55.42,41.32,51.39
25-29,40.65,42.84,38.96,16.67,38.29,46.93,35.05,44.29
30-34,39.02,53.89,53.00,44.44,44.81,52.92,44.09,51.55
35-39,45.37,59.94,55.51,46.15,50.62,58.65,50.40,57.38
40-44,57.02,65.93,62.27,84.62,51.47,65.51,53.77,63.90
45-49,59.42,69.72,74.21,76.47,57.69,68.92,56.34,67.67
50-54,64.49,73.92,60.59,71.43,63.04,74.04,55.66,71.93
55-59,61.90,76.32,70.00,60.00,67.00,75.22,57.63,73.77
60-64,68.57,78.88,74.58,80.00,68.70,79.31,63.12,77.84
65-OVER,69.42,78.47,60.15,80.00,66.67,77.38,63.71,76.28
TOTAL,56.76,64.50,57.12,64.41,53.34,66.90,50.13,64.31
