-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,13.0,9.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,136.0,105.0,0.0,250.0,95.0,623.0
30-34,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,153.0,134.0,0.0,229.0,81.0,625.0
35-39,0.0,10.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,184.0,141.0,0.0,259.0,125.0,734.0
40-44,0.0,8.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,187.0,186.0,0.0,216.0,119.0,731.0
45-49,1.0,13.0,11.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,226.0,217.0,0.0,233.0,141.0,852.0
50-54,0.0,10.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,240.0,231.0,0.0,297.0,161.0,956.0
55-59,0.0,15.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,276.0,240.0,1.0,310.0,198.0,1050.0
60-64,0.0,11.0,12.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,261.0,265.0,0.0,271.0,212.0,1048.0
65-OVER,0.0,15.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,3.0,0.0,642.0,673.0,0.0,532.0,324.0,2219.0
TOTAL,1.0,105.0,94.0,0.0,16.0,10.0,0.0,3.0,3.0,0.0,14.0,19.0,0.0,14.0,7.0,1.0,2305.0,2192.0,1.0,2597.0,1456.0,8838.0
