,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,43.9,53.94,,49.33
1,52.98,58.22,,55.98
2,68.05,66.06,,66.92
3,67.76,70.7,,69.48
4,72.63,79.45,,76.28
5,68.38,80.93,,74.71
6,72.61,80.0,,76.68
7,72.98,82.1,,77.62
8,74.67,71.04,,72.64
9,67.94,71.67,,69.98
