PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
LYMAN HALL SCHOOL,34.29,48.2,36.89,8.33,35.58,41.52,26.28,42.91
LEWIS FRASIER SCHOOL,51.09,53.78,40.79,50.0,32.97,54.72,36.03,51.04
MEMORIAL DR. EAST,27.78,41.55,25.15,0.0,32.0,40.85,25.45,38.52
BUTTON GWINNETT,8.2,14.41,10.89,0.0,15.87,12.6,12.3,12.89
TOWN OF ALLENHURST,32.14,53.01,49.31,50.0,35.48,51.24,32.81,49.86
HINESVILLE,44.44,43.95,36.21,0.0,34.09,56.06,26.19,46.73
LIBERTY COUNTY,57.58,57.95,48.44,100.0,35.56,62.81,44.78,58.56
WALTHOURVILLE,36.96,46.72,30.86,40.0,30.3,39.81,27.98,41.11
FLEMING WEST,100.0,61.74,40.0,0.0,60.0,55.41,27.78,57.31
FLEMING EAST,60.0,64.14,54.05,125.0,45.83,63.76,44.09,62.0
GUM BRANCH,32.61,48.26,28.86,50.0,23.68,55.92,31.05,48.34
88888,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0
HINESVILLE LODGE 271,37.25,50.66,36.06,66.67,34.62,44.36,25.26,44.67
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,37.38,48.26,33.13,37.74,32.08,50.2,29.05,45.63
