,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,40.8,49.74,,45.52
1,48.53,60.73,100.0,55.26
2,55.3,64.53,,60.3
3,59.72,70.7,,65.34
4,69.64,67.3,100.0,68.41
5,72.12,78.73,100.0,75.48
6,71.62,76.77,,74.24
7,74.41,78.44,,76.6
8,77.64,73.9,,75.64
9,66.19,70.14,100.0,68.29
