PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2A,38.55,44.19,53.8,40.0,35.29,67.0,41.26,61.01
3A,31.58,40.24,44.95,100.0,54.55,72.95,41.77,65.63
4A,43.64,50.0,57.68,100.0,60.71,73.35,53.97,68.35
5A,54.55,52.82,54.21,0.0,13.33,47.27,40.5,49.66
6A,33.33,52.61,51.91,0.0,42.86,49.76,43.37,49.96
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AN,66.67,47.46,53.99,100.0,50.0,55.45,40.0,52.45
CA,0.0,35.0,54.17,0.0,14.29,61.78,46.67,59.14
CO,60.0,57.69,40.74,0.0,40.0,65.61,40.62,62.36
DG,56.67,57.38,55.15,0.0,60.0,70.71,48.38,66.15
ES,0.0,64.77,51.11,0.0,50.0,59.78,41.08,56.04
FI,71.43,69.23,51.52,0.0,37.5,64.08,50.31,61.54
GL,53.85,46.97,53.75,100.0,47.06,67.03,47.79,61.11
LT,100.0,22.22,58.62,100.0,80.0,73.49,52.0,71.06
MC,40.0,56.25,35.0,0.0,66.67,66.04,55.62,63.84
NI,25.0,56.41,48.92,0.0,0.0,67.58,48.25,64.12
PG,70.45,46.51,54.31,50.0,43.75,69.33,46.91,64.3
TH,75.0,61.73,53.17,50.0,30.77,65.91,44.01,63.32
TI,0.0,40.0,47.83,100.0,100.0,63.34,46.34,60.34
TR,25.0,66.67,66.67,0.0,33.33,73.83,73.87,73.33
UT,0.0,0.0,71.43,0.0,100.0,67.52,39.8,64.65
VA,33.33,63.7,56.0,50.0,43.75,70.12,51.63,66.99
WS,60.0,62.96,52.63,0.0,68.75,70.85,57.75,68.7
TOTAL,46.98,53.65,53.23,55.56,46.55,67.45,47.29,62.97
