PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
OAK PARK,0.00,22.73,20.00,0.00,50.00,66.67,59.09,63.55
CROSS-GREEN,0.00,61.44,0.00,0.00,100.0,66.67,12.50,61.26
SWAINSBORO,60.71,46.22,40.82,28.57,35.29,69.37,43.36,58.42
SUMMERTOWN,0.00,62.26,50.00,0.00,50.00,69.89,33.33,66.60
STILLMORE,0.00,56.41,50.00,0.00,0.00,59.21,32.00,56.29
BLUNDALE,0.00,0.00,33.33,0.00,200.0,75.43,58.82,74.55
CANOOCHEE,0.00,48.18,0.00,0.00,0.00,77.93,63.64,70.53
GARFIELD,0.00,50.63,0.00,0.00,100.0,76.11,42.86,70.70
NUNEZ,0.00,52.50,66.67,0.00,100.0,67.20,50.00,63.29
TWIN CITY,66.67,50.26,50.00,0.00,60.00,68.18,43.42,60.03
ADRIAN,0.00,46.48,37.50,0.00,0.00,66.82,57.14,64.20
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,54.29,48.37,39.13,25.00,45.10,69.66,44.98,61.37
