PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
CECIL,20.00,53.06,35.00,100.0,43.75,59.84,33.33,55.26
DELLE BEAMGUARD,50.00,58.98,33.33,0.00,46.67,70.62,40.62,67.12
ELM PINE,0.00,55.05,50.00,0.00,0.00,38.46,52.94,54.05
LENOX,33.33,53.33,43.75,0.00,0.00,70.08,32.00,64.83
MASSEE,0.00,64.10,50.00,100.0,0.00,68.99,45.83,67.59
NEW LIFE BAPTIST CH.,42.86,64.29,20.00,0.00,57.14,72.86,52.27,70.75
RIVERBEND,33.33,57.14,22.22,0.00,50.00,69.17,56.00,67.62
SPARKS,66.67,50.73,40.91,0.00,20.00,59.48,38.24,53.04
TOTAL,40.48,54.48,36.04,50.00,37.50,68.33,41.97,63.13
