,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,46.52,53.89,,50.21
1,56.87,65.13,100.0,61.51
2,64.05,69.04,100.0,66.95
3,68.34,74.87,,71.93
4,72.77,77.53,,75.33
5,77.49,80.49,,79.03
6,80.09,82.48,,81.32
7,80.57,82.04,,81.36
8,84.81,78.26,,81.36
9,73.25,75.04,100.0,74.21
