,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,35.85,54.17,,45.87
1,52.24,57.14,,54.86
2,56.39,70.07,,63.57
3,56.95,74.07,,65.81
4,63.69,76.73,,70.81
5,67.63,81.44,,75.37
6,75.21,81.09,,78.34
7,84.39,85.37,,84.93
8,78.37,77.93,,78.13
9,67.8,75.44,,71.97
