PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
LYMAN HALL SCHOOL,41.06,44.18,60.0,42.91
LEWIS FRASIER SCHOOL,49.86,51.88,133.33,51.04
MEMORIAL DR. EAST,36.38,39.84,100.0,38.52
BUTTON GWINNETT,10.36,14.85,0.0,12.89
TOWN OF ALLENHURST,47.79,51.46,100.0,49.86
HINESVILLE,43.71,48.91,100.0,46.73
LIBERTY COUNTY,57.1,59.83,33.33,58.56
WALTHOURVILLE,38.11,43.29,66.67,41.11
FLEMING WEST,52.17,61.82,0.0,57.31
FLEMING EAST,61.11,62.9,0.0,62.0
GUM BRANCH,47.08,49.39,0.0,48.34
88888,50.0,0.0,0.0,25.0
HINESVILLE LODGE 271,41.18,47.35,0.0,44.67
99999,0.0,0.0,0.0,0.0
TOTAL,43.92,46.95,52.0,45.63
