AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,21.62,27.98,31.25,33.33,36.0,32.92,28.28,30.96
30-34,25.81,31.94,35.44,75.0,27.42,39.04,39.67,37.55
35-39,25.0,41.52,31.65,66.67,23.91,47.35,41.15,44.32
40-44,50.0,51.33,42.03,0.0,40.74,53.4,52.05,52.32
45-49,51.52,61.39,32.31,40.0,33.33,61.1,52.82,58.85
50-54,72.0,66.02,52.86,50.0,48.78,67.03,56.93,64.95
55-59,43.48,69.16,76.74,50.0,51.72,69.83,57.96,68.07
60-64,56.25,72.66,57.58,100.0,73.68,71.65,59.87,70.16
65-OVER,67.44,71.71,48.94,0.0,55.56,72.86,63.32,71.35
TOTAL,45.83,54.53,41.88,48.48,39.67,59.37,48.75,56.33
