PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
PC,55.30,69.21,0.00,63.18
PE,61.33,70.60,0.00,67.34
PF,43.97,50.29,100.0,47.38
PG,62.10,70.73,0.00,67.06
PH,56.52,67.47,0.00,62.44
PI,39.44,52.95,0.00,47.25
PN,44.48,55.80,0.00,50.67
PR,46.98,64.50,0.00,58.01
RA,53.92,68.94,0.00,62.62
RC,51.96,70.14,0.00,61.91
RD,67.20,73.00,0.00,70.32
RE,38.24,55.21,33.33,47.81
RF,54.75,66.86,0.00,61.81
RG,40.01,53.86,0.00,47.88
RH,47.38,65.19,33.33,57.70
RI,62.42,71.25,0.00,67.41
RJ,53.65,65.83,0.00,60.01
RK,48.39,62.91,0.00,56.74
RL,55.92,70.02,0.00,63.80
RM,52.02,68.12,0.00,61.19
RN,70.73,76.22,0.00,73.84
SA,76.52,77.26,200.0,76.95
SB,65.44,67.15,0.00,66.38
SC,52.96,61.77,0.00,57.90
SD,59.83,70.95,0.00,66.25
SE,65.76,66.51,0.00,66.15
SF,63.04,71.69,0.00,67.11
SG,57.95,70.54,0.00,64.93
SH,74.82,76.50,0.00,75.71
SI,31.80,39.14,0.00,36.11
SJ,32.13,40.15,0.00,36.77
SK,58.61,70.76,0.00,65.56
SL,34.57,52.38,0.00,45.36
SM,60.24,74.25,0.00,68.15
SN,69.28,74.07,0.00,71.87
SO,50.00,65.82,33.33,59.52
SP,41.12,56.03,0.00,49.59
SQ,43.08,55.97,0.00,50.42
SR,42.28,59.58,0.00,52.02
SS,59.21,72.68,0.00,66.70
ST,56.42,67.54,inf00,62.63
SU,48.28,62.01,0.00,56.00
SV,54.94,66.81,33.33,61.47
TA,46.95,64.13,0.00,56.36
TC,48.58,67.25,0.00,58.90
TF,70.00,74.42,0.00,72.33
TG,75.03,75.91,0.00,75.51
TH,60.36,66.99,inf00,64.11
VB,65.08,67.45,0.00,66.37
WA,43.23,62.06,0.00,53.75
WB,58.00,72.53,0.00,66.23
WC,53.12,61.74,0.00,57.69
WD,46.61,58.51,66.67,53.91
WF,69.22,73.41,0.00,71.52
WG,47.53,64.23,100.0,57.16
WI,57.18,59.89,0.00,58.58
WJ,58.09,58.35,0.00,58.22
WK,41.52,55.80,0.00,49.45
WL,75.64,74.58,0.00,75.07
WN,61.83,72.70,0.00,67.79
YA,56.54,71.09,0.00,64.76
TOTAL,55.40,64.40,22.52,60.35
