PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,8.57,5.56,0.00,7.04
99999,0.00,1.80,0.00,0.59
AA,57.01,68.83,0.00,63.34
AB,68.60,72.00,50.00,70.29
AD,76.34,79.85,0.00,78.15
AE,75.94,79.95,0.00,78.20
AF,40.26,56.20,0.00,49.07
AG,73.73,75.53,50.00,74.65
AH,67.11,68.59,0.00,67.92
AI,61.40,67.28,0.00,64.76
BB,59.68,69.38,0.00,64.91
BC,59.49,58.54,0.00,59.01
BD,74.66,73.50,100.0,74.05
BE,58.76,62.19,0.00,60.44
BF,58.84,66.62,100.0,63.14
BG,64.84,65.16,0.00,65.02
BH,60.98,65.96,0.00,63.71
BI,64.43,67.84,0.00,66.18
BJ,61.32,72.12,0.00,67.32
BL,56.60,68.35,0.00,62.98
BM,48.07,62.53,0.00,56.26
BR,59.77,68.09,0.00,63.93
CA,43.44,54.98,33.33,49.84
CB,49.64,66.06,0.00,58.92
CC,34.63,50.10,0.00,43.32
CD,51.63,68.55,0.00,61.22
CE,59.64,63.28,0.00,61.25
CF,57.23,68.43,0.00,63.82
CG,56.27,69.73,0.00,64.06
CH,55.90,59.23,0.00,57.80
CI,71.42,75.37,0.00,73.66
CJ,53.97,59.23,0.00,56.95
CK,39.71,49.74,37.50,45.27
CL,51.20,68.21,0.00,60.65
CM,36.01,54.38,0.00,46.57
CO,57.36,60.98,0.00,59.23
CP,52.66,66.47,0.00,60.27
CQ,38.58,54.88,0.00,47.70
CR,40.10,53.11,0.00,47.44
CS,58.34,72.89,0.00,66.45
CT,25.19,27.91,0.00,26.50
CU,33.25,43.31,0.00,38.38
CV,74.44,75.86,100.0,75.24
CW,73.45,75.00,0.00,74.29
CZ,65.17,68.80,0.00,67.05
DA,50.53,55.13,0.00,52.76
DB,58.54,60.97,0.00,59.78
DC,54.78,56.92,0.00,55.80
DE,53.86,64.45,0.00,59.49
DF,56.15,57.66,0.00,56.93
DG,77.81,77.13,0.00,77.45
DH,51.51,53.65,38.46,52.64
DI,74.83,79.29,0.00,77.16
EA,54.30,65.98,0.00,60.74
EC,66.46,70.81,0.00,68.74
EE,70.50,74.73,inf00,72.77
EF,59.88,65.94,100.0,63.27
EG,63.08,64.86,0.00,64.03
ER,50.15,51.16,100.0,50.82
FA,38.28,53.49,0.00,47.33
FB,74.57,78.22,0.00,76.43
FC,43.46,61.58,0.00,53.57
FE,58.04,70.64,0.00,65.23
FG,56.92,71.17,100.0,65.54
FJ,40.99,56.47,0.00,49.47
FK,52.59,70.76,0.00,63.08
FL,38.63,56.98,0.00,49.47
FM,51.09,62.89,50.00,57.67
GA,63.97,62.87,50.00,63.26
GB,49.54,62.40,0.00,56.42
GC,50.82,63.55,0.00,57.83
GD,52.13,55.39,0.00,53.95
GF,42.36,57.17,0.00,51.11
HA,50.75,58.76,25.00,55.17
HB,57.72,60.92,0.00,59.43
HC,65.78,67.98,100.0,66.98
HF,55.53,61.62,33.33,58.86
HG,75.58,78.42,0.00,77.03
HH,52.62,68.90,33.33,61.86
HI,57.92,61.47,0.00,59.79
IA,51.84,63.08,0.00,57.99
IB,39.30,48.21,12.50,43.71
JA,72.57,78.43,0.00,75.50
JB,47.70,53.59,100.0,50.86
KA,43.47,59.88,0.00,52.69
KB,75.37,76.42,50.00,75.92
KC,58.07,72.68,0.00,65.93
KD,64.68,73.40,0.00,69.58
KE,44.44,62.92,0.00,54.78
KG,73.68,74.76,0.00,74.25
LA,72.41,76.64,0.00,74.57
LB,62.93,63.17,0.00,63.03
LC,57.10,56.97,0.00,57.02
LD,38.52,56.55,0.00,49.75
LE,64.27,68.44,0.00,66.45
LH,42.16,59.44,0.00,52.21
LV,75.04,79.34,0.00,77.26
MA,48.26,64.65,0.00,57.48
MB,52.84,65.74,33.33,59.53
MC,46.01,62.03,20.00,55.56
MD,46.23,58.22,0.00,52.70
ME,52.81,60.73,0.00,57.09
MF,55.63,69.97,0.00,63.94
MG,66.51,70.82,0.00,68.95
MH,74.72,76.68,0.00,75.76
MI,39.41,56.84,0.00,49.73
MJ,48.89,54.30,25.00,51.59
MK,59.07,67.48,0.00,63.77
ML,48.49,63.05,0.00,56.31
MN,37.50,47.46,0.00,43.01
MO,37.63,54.83,0.00,47.00
MP,53.90,66.55,0.00,60.82
MQ,74.68,76.05,0.00,75.39
MR,61.49,74.63,0.00,68.76
MS,69.77,71.58,0.00,70.73
MT,56.25,67.12,0.00,61.81
MU,71.57,74.33,0.00,73.03
MV,60.44,72.94,0.00,67.28
MW,65.11,69.52,0.00,67.68
MZ,36.79,54.90,0.00,48.00
NB,48.37,56.10,inf00,52.89
NC,48.95,61.27,0.00,55.74
ND,71.92,75.79,0.00,74.01
NF,55.58,59.78,66.67,57.81
OA,73.75,72.88,0.00,73.31
OB,49.75,57.48,0.00,53.44
OK,69.25,76.16,0.00,72.99
OV,45.75,64.23,0.00,56.41
PA,41.83,57.02,0.00,50.52
PB,55.07,62.35,0.00,59.47
