AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,27.02,25.00,0.00,40.00,51.84,24.00,38.73
25-29,0.00,31.86,30.00,0.00,25.00,43.84,33.33,37.24
30-34,0.00,40.00,50.00,0.00,25.00,46.44,33.33,42.95
35-39,100.0,47.27,100.0,100.0,100.0,59.91,66.67,55.45
40-44,100.0,44.22,25.00,0.00,0.00,67.73,54.55,58.41
45-49,0.00,48.39,28.57,0.00,33.33,68.15,58.33,60.43
50-54,100.0,60.45,25.00,0.00,100.0,67.52,50.00,64.76
55-59,100.0,59.89,0.00,0.00,0.00,73.70,50.00,68.61
60-64,0.00,64.71,0.00,0.00,100.0,75.80,75.00,72.17
65-OVER,0.00,55.31,50.00,0.00,100.0,73.05,50.00,68.75
TOTAL,58.33,47.43,29.41,25.00,44.44,66.67,46.15,59.39
