PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
SYLVESTER,0.00,48.19,66.67,0.00,14.29,67.62,39.24,53.91
SCOOTERVILLE,100.0,58.82,20.00,0.00,100.0,68.62,50.00,67.54
MINTON,0.00,37.50,66.67,0.00,0.00,75.59,59.09,71.96
BRIDGEBORO,100.0,62.69,50.00,0.00,55.56,69.32,37.21,67.27
COUNTY LINE,0.00,51.35,75.00,0.00,33.33,61.01,32.14,58.82
ISABELLA,66.67,45.93,0.00,100.0,70.00,74.73,53.33,70.84
PINEY WOODS,0.00,62.00,100.0,0.00,0.00,66.67,37.50,63.30
SYLVESTER EAST,12.50,49.79,66.67,100.0,71.43,71.46,37.50,66.44
POULAN,0.00,49.29,66.67,0.00,100.0,70.08,38.89,65.96
SUMNER,0.00,55.65,0.00,0.00,100.0,68.35,35.71,64.90
SHINGLER,0.00,70.45,25.00,0.00,100.0,77.25,68.42,76.02
RED ROCK,100.0,58.29,42.86,0.00,66.67,64.71,32.35,62.43
DOLES,75.00,48.48,100.0,0.00,0.00,72.08,60.00,69.61
OAKFIELD,50.00,61.76,0.00,0.00,0.00,69.01,20.00,64.84
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WARWICK,0.00,49.76,66.67,0.00,66.67,67.86,55.56,62.25
TOTAL,46.15,50.76,49.12,75.00,56.52,69.65,42.45,63.79
