-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,100,47.49,33.85,0,47.16,29.51,0,75,66.67,0,46.58,32.95,0,44.17,29.6,33.33,47.81,41.04,100,54.18,34.02,44.01
30-34,20,55.09,45.35,0,47.64,40.87,0,0,33.33,0,55.35,51.15,0,43.9,33.33,100,57.59,53.8,100,60.95,45.30,54.17
35-39,80,64.88,54.3,0,54.97,43.59,0,100,0,0,59.92,53.7,0,41.94,30.99,100,65.2,59.72,100,71.25,56.22,63.01
40-44,75,66.79,56.08,0,52.43,48.34,0,80,60,0,59.9,53.12,50,53.06,44.72,0,71.02,67.48,100,75.84,64.11,68.48
45-49,100,69.54,60.54,0,57.49,49.04,0,0,50,0,60.19,56.28,0,54.2,58.27,150,73.92,71.46,0,75.92,66.52,70.85
50-54,50,70.54,61.22,0,67.68,58.23,0,66.67,0,0,62.07,57.14,0,55.45,52.38,100,76.33,74.5,33.33,79.04,69.66,73.59
55-59,33.33,67.09,64,0,63.85,56.41,0,50,0,0,71.82,61.96,0,55.95,64,100,76.99,75.77,0,78.47,72.70,74.75
60-64,0,69.55,64.93,0,60.23,56.84,0,0,0,0,60,58.9,50,61.62,59.72,0,77.83,77.01,100,77.78,74.74,75.54
TOTAL,58.06,64.07,55.72,0,55.95,48.95,0,73.08,47.37,0,58.76,52.72,50.0,51.59,48.94,83.33,70.41,68.73,68.75,72.24,61.82,67.22
