AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,8757.0,13.0,836.0,754.0,0.0,61.0,49.0,0.0,8.0,5.0,2.0,214.0,158.0,1.0,130.0,97.0,8.0,3171.0,2995.0,1.0,131.0,123.0
30-34,9710.0,17.0,986.0,950.0,1.0,61.0,45.0,0.0,9.0,3.0,0.0,196.0,125.0,0.0,214.0,157.0,12.0,3577.0,3045.0,1.0,176.0,135.0
35-39,12151.0,17.0,1291.0,1127.0,1.0,103.0,78.0,0.0,10.0,5.0,0.0,224.0,155.0,5.0,541.0,238.0,11.0,4295.0,3607.0,0.0,244.0,199.0
40-44,15285.0,12.0,1374.0,1368.0,0.0,117.0,90.0,0.0,11.0,11.0,0.0,261.0,179.0,3.0,657.0,642.0,7.0,5375.0,4619.0,1.0,316.0,242.0
45-49,18378.0,14.0,1309.0,1498.0,1.0,90.0,95.0,0.0,6.0,8.0,0.0,224.0,238.0,5.0,418.0,566.0,18.0,6975.0,6359.0,1.0,295.0,258.0
50-54,15915.0,10.0,1031.0,1139.0,0.0,58.0,69.0,0.0,9.0,3.0,2.0,167.0,184.0,1.0,216.0,274.0,8.0,6307.0,6034.0,0.0,219.0,184.0
55-59,12485.0,9.0,757.0,830.0,0.0,36.0,49.0,0.0,7.0,9.0,1.0,104.0,110.0,0.0,148.0,143.0,13.0,5035.0,4967.0,0.0,156.0,111.0
60-64,9155.0,6.0,564.0,499.0,0.0,40.0,32.0,0.0,2.0,3.0,1.0,76.0,84.0,1.0,116.0,100.0,8.0,3853.0,3569.0,0.0,121.0,80.0
65-OVER,23154.0,9.0,1525.0,1367.0,0.0,61.0,63.0,0.0,3.0,2.0,0.0,128.0,134.0,1.0,224.0,235.0,19.0,10278.0,8796.0,0.0,178.0,131.0
TOTAL,124990.0,107.0,9673.0,9532.0,3.0,627.0,570.0,0.0,65.0,49.0,6.0,1594.0,1367.0,17.0,2664.0,2452.0,104.0,48866.0,43991.0,4.0,1836.0,1463.0
