,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,39.27,54.75,,47.25
1,50.21,54.8,0.0,52.37
2,55.66,64.89,inf,60.64
3,58.24,63.46,,61.03
4,60.25,71.03,,65.73
5,65.03,71.7,,68.4
6,66.77,73.1,50.0,70.01
7,73.84,79.22,,76.66
8,73.91,75.7,100.0,74.92
9,63.19,69.79,60.0,66.66
