PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ARLINGTON,0.0,63.37,100.0,0.0,0.0,82.18,50.0,71.5
BLAKELY,25.0,53.24,50.0,0.0,50.0,71.36,52.94,59.11
COLOMOKEE,0.0,58.73,0.0,0.0,0.0,73.1,100.0,68.62
CEDAR SPRINGS,0.0,61.54,0.0,0.0,0.0,69.49,33.33,67.7
CUBA,0.0,53.14,33.33,0.0,0.0,76.03,45.45,68.79
DAMASCUS,0.0,55.41,0.0,0.0,0.0,74.44,40.0,62.18
FREEMAN,0.0,55.81,0.0,0.0,0.0,76.77,27.27,70.75
HILTON,0.0,49.38,0.0,0.0,0.0,59.53,42.86,56.0
JAKIN,100.0,67.65,50.0,0.0,0.0,65.91,27.27,65.33
LUCILE,0.0,57.08,0.0,0.0,0.0,71.55,42.86,64.64
URQUHART,0.0,46.0,100.0,0.0,0.0,76.67,33.33,69.66
TOTAL,23.53,54.84,42.31,0.0,23.53,71.72,45.24,62.82
