PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
189,27.78,50.43,36.11,100.0,42.86,68.60,47.37,58.97
190,25.00,51.08,0.00,0.00,0.00,73.25,57.69,67.53
191,100.0,55.06,0.00,0.00,0.00,76.88,59.09,71.43
192,0.00,76.92,66.67,0.00,100.0,73.50,33.33,73.09
193,0.00,62.50,44.44,0.00,0.00,75.25,47.62,71.02
196,0.00,65.22,66.67,0.00,0.00,70.31,63.64,69.14
197,60.00,60.41,83.33,0.00,57.14,71.56,45.76,66.73
199,100.0,71.43,66.67,100.0,100.0,70.91,42.11,70.00
201,66.67,59.22,63.64,100.0,0.00,70.21,46.00,67.61
202,0.00,58.46,0.00,0.00,66.67,74.32,75.00,71.39
315,50.00,46.98,39.13,0.00,50.00,66.99,60.00,63.13
TOTAL,41.86,54.24,47.22,100.0,40.54,71.13,50.27,65.28
