,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,49.32,56.61,,53.15
1,40.98,57.62,0.0,49.75
2,55.9,63.37,,60.06
3,58.17,66.52,,62.56
4,65.53,69.16,,67.44
5,69.88,79.79,,75.09
6,73.45,80.25,,76.99
7,75.78,84.39,,80.17
8,79.55,79.4,,79.47
9,67.8,73.58,0.0,70.84
