,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,28.82,40.74,,34.87
1,39.88,53.66,50.0,46.87
2,45.3,59.85,0.0,53.38
3,58.14,67.94,100.0,63.35
4,64.39,69.43,,67.07
5,67.17,73.16,,70.37
6,70.8,74.35,,72.63
7,73.81,77.92,,76.07
8,72.97,73.09,50.0,73.03
9,59.06,66.29,50.0,62.93
