-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,2.0,170.0,140.0,0.0,17.0,11.0,0.0,2.0,1.0,0.0,42.0,21.0,0.0,3.0,4.0,0.0,1199.0,930.0,0.0,295.0,139.0,2976.0
30-34,0.0,198.0,161.0,0.0,13.0,7.0,0.0,1.0,0.0,0.0,23.0,16.0,0.0,8.0,6.0,1.0,1337.0,1136.0,0.0,311.0,154.0,3372.0
35-39,0.0,196.0,161.0,0.0,16.0,8.0,0.0,2.0,1.0,0.0,31.0,25.0,0.0,9.0,6.0,1.0,1320.0,1097.0,0.0,380.0,175.0,3428.0
40-44,0.0,164.0,132.0,0.0,10.0,12.0,0.0,0.0,1.0,0.0,23.0,23.0,0.0,13.0,3.0,1.0,1532.0,1239.0,0.0,392.0,232.0,3777.0
45-49,0.0,156.0,143.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,29.0,23.0,0.0,10.0,10.0,1.0,1743.0,1507.0,1.0,412.0,275.0,4329.0
50-54,0.0,164.0,138.0,0.0,12.0,10.0,0.0,1.0,2.0,0.0,19.0,29.0,0.0,5.0,8.0,3.0,1778.0,1603.0,0.0,391.0,267.0,4430.0
55-59,0.0,126.0,122.0,0.0,11.0,7.0,0.0,2.0,0.0,0.0,17.0,10.0,0.0,10.0,9.0,1.0,1809.0,1631.0,0.0,371.0,222.0,4348.0
60-64,0.0,114.0,111.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,17.0,8.0,0.0,9.0,7.0,2.0,1638.0,1493.0,0.0,293.0,202.0,3906.0
65-OVER,1.0,218.0,196.0,0.0,22.0,14.0,0.0,2.0,2.0,0.0,25.0,19.0,0.0,11.0,10.0,1.0,4370.0,3871.0,1.0,590.0,390.0,9743.0
TOTAL,3.0,1506.0,1304.0,0.0,118.0,82.0,0.0,11.0,7.0,0.0,226.0,174.0,0.0,78.0,63.0,11.0,16726.0,14507.0,2.0,3435.0,2056.0,40309.0
