AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,29.41,31.59,24.0,0.0,47.06,46.34,33.54,39.49
30-34,41.67,42.81,37.04,0.0,23.81,55.85,46.99,50.3
35-39,54.55,53.14,29.03,0.0,63.16,63.15,60.12,59.0
40-44,26.67,56.78,23.53,0.0,23.53,67.7,60.77,62.48
45-49,70.59,61.61,42.86,100.0,66.67,70.92,54.62,67.01
50-54,52.63,61.28,27.78,50.0,30.77,70.94,59.4,66.4
55-59,36.36,67.97,46.67,0.0,75.0,72.81,60.71,70.26
60-64,75.0,66.1,50.0,100.0,66.67,78.6,53.57,73.41
65-OVER,66.67,63.36,52.17,50.0,54.55,72.93,57.48,69.89
TOTAL,49.61,56.46,35.98,50.0,45.97,68.3,54.04,63.41
