,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,36.2,40.87,33.33,38.8
1,46.07,51.87,,49.54
2,55.95,58.42,0.0,57.27
3,57.25,62.14,,59.95
4,63.44,69.64,,66.77
5,60.07,67.65,100.0,64.33
6,65.9,71.35,,68.71
7,71.28,75.56,,73.64
8,74.62,71.63,,72.92
9,61.56,64.37,33.33,63.12
