,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,42.86,48.42,,45.86
1,48.73,53.15,100.0,51.08
2,51.38,54.46,,53.04
3,58.13,60.76,,59.5
4,56.49,68.92,,62.7
5,64.75,71.81,,68.5
6,70.03,75.21,,72.86
7,72.54,77.39,,75.19
8,77.21,75.87,,76.51
9,64.42,68.17,100.0,66.41
