-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,19.0,16.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,2.0,1.0,0.0,343.0,315.0,0.0,204.0,165.0,1089.0
30-34,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,2.0,1.0,0.0,288.0,265.0,0.0,202.0,120.0,922.0
35-39,1.0,10.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,1.0,1.0,0.0,282.0,268.0,0.0,176.0,118.0,894.0
40-44,0.0,15.0,8.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,274.0,264.0,0.0,146.0,115.0,837.0
45-49,0.0,6.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,6.0,0.0,370.0,301.0,0.0,165.0,128.0,1011.0
50-54,0.0,11.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,400.0,368.0,0.0,190.0,119.0,1114.0
55-59,0.0,15.0,13.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,403.0,363.0,0.0,212.0,168.0,1188.0
60-64,0.0,11.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,414.0,353.0,0.0,192.0,146.0,1136.0
65-OVER,0.0,25.0,35.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,5.0,0.0,1344.0,1106.0,0.0,391.0,274.0,3194.0
TOTAL,1.0,127.0,151.0,0.0,17.0,15.0,0.0,2.0,0.0,0.0,38.0,42.0,0.0,21.0,19.0,0.0,4118.0,3603.0,0.0,1878.0,1353.0,11385.0
