AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.28,38.12,44.5,35.56,32.05,39.43,31.56,37.59
25-29,29.57,38.31,38.92,23.08,31.87,30.1,31.4,36.8
30-34,31.05,44.9,42.77,42.86,35.87,36.28,35.92,42.82
35-39,27.69,51.21,48.44,43.75,39.54,42.19,40.69,48.88
40-44,30.98,58.79,47.7,11.11,43.72,46.97,47.82,55.81
45-49,34.76,63.55,52.77,0.0,44.56,54.37,48.27,60.37
50-54,37.5,65.25,54.31,44.44,62.58,59.99,49.45,62.65
55-59,48.07,68.23,60.26,25.0,61.36,65.37,50.32,65.85
60-64,43.84,71.47,56.93,69.23,65.0,72.53,54.05,69.37
65-OVER,48.86,68.77,59.52,44.44,57.79,69.8,49.89,66.81
TOTAL,37.44,54.88,47.92,36.71,43.42,59.0,41.83,53.46
