,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,39.63,42.8,,41.3
1,52.84,62.15,100.0,58.41
2,61.66,59.34,,60.37
3,63.74,66.1,,65.11
4,68.94,75.1,,72.08
5,64.57,78.72,,72.48
6,72.27,72.31,100.0,72.35
7,77.83,78.6,,78.24
8,76.66,75.07,,75.79
9,66.78,69.4,100.0,68.23
