AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,100,60,37.84,0,0,37.5,0,0,0,0,30.77,40,0,100,0,0,51.27,43.26,100,45.56,25.66,43.59
30-34,0,26.32,56.25,0,0,0,0,0,0,0,37.5,50,0,16.67,0,0,55.78,48.74,0,62.78,36.80,51.19
35-39,0,52,43.75,0,200,80,0,0,0,0,33.33,50,0,66.67,50,0,56.77,56.22,0,59.15,45.45,55.43
40-44,0,56.52,42.86,0,0,0,0,0,0,0,77.78,40,0,66.67,16.67,0,63.37,62.08,0,76.8,53.01,62.93
45-49,0,88.89,61.11,0,0,0,0,0,100,0,50,50,0,0,25,100,71.39,68,0,76.54,55.81,68.79
50-54,0,73.33,63.16,0,0,0,0,0,100,0,100,60,0,40,0,0,73.95,74.73,0,67.62,59.12,70.66
55-59,0,65.38,59.09,0,50,60,0,0,0,0,100,75,0,100,50,50,80.38,77.08,0,78.38,59.09,76.01
60-64,0,70,60.71,0,50,0,0,0,0,0,80,75,0,66.67,0,0,83.47,82.23,0,76.47,67.89,80.22
65-OVER,0,76.6,77.78,0,100,60,0,0,100,0,33.33,50,0,80,75,100,81.61,83.86,0,80,77.60,82.06
TOTAL,33.33,65.29,57.89,0,38.46,44.83,0,0,60.0,0,54.24,53.33,0,56.67,28.57,66.67,74.2,73.55,100.0,69.51,54.23,70.7
