AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,40.08,0.00,0.00,20.00,54.90,38.89,41.19
25-29,0.00,40.55,0.00,0.00,33.33,41.79,30.77,40.43
30-34,0.00,41.79,0.00,0.00,0.00,56.41,66.67,43.70
35-39,50.00,55.20,0.00,0.00,0.00,45.00,50.00,53.96
40-44,0.00,47.12,0.00,0.00,0.00,60.32,36.36,49.01
45-49,0.00,65.15,0.00,0.00,100.0,61.86,20.00,63.18
50-54,50.00,67.26,0.00,0.00,66.67,77.57,64.29,68.92
55-59,0.00,69.12,75.00,0.00,33.33,70.68,70.00,69.35
60-64,0.00,70.60,0.00,0.00,0.00,77.72,73.33,72.76
65-OVER,0.00,67.68,57.14,100.0,66.67,73.51,55.17,69.59
TOTAL,33.33,57.98,53.85,50.00,38.10,69.23,51.35,60.30
