-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,14.0,24.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,13.0,7.0,0.0,2.0,0.0,0.0,271.0,223.0,0.0,399.0,278.0,1236.0
30-34,0.0,24.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,1.0,255.0,202.0,0.0,316.0,187.0,1018.0
35-39,0.0,12.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,3.0,2.0,1.0,270.0,237.0,0.0,307.0,190.0,1050.0
40-44,0.0,16.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,0.0,249.0,236.0,0.0,298.0,196.0,1020.0
45-49,1.0,15.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,3.0,0.0,317.0,262.0,0.0,277.0,214.0,1116.0
50-54,0.0,17.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,2.0,0.0,308.0,292.0,0.0,331.0,217.0,1196.0
55-59,0.0,25.0,17.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,329.0,297.0,0.0,308.0,226.0,1214.0
60-64,0.0,12.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,2.0,0.0,315.0,271.0,0.0,286.0,200.0,1110.0
65-OVER,0.0,44.0,29.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,4.0,2.0,0.0,1048.0,842.0,0.0,646.0,381.0,3005.0
TOTAL,1.0,179.0,154.0,0.0,15.0,5.0,0.0,2.0,2.0,0.0,43.0,40.0,0.0,25.0,16.0,2.0,3362.0,2862.0,0.0,3168.0,2089.0,11965.0
