-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,20.0,38.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,10.0,0.0,6.0,5.0,2.0,392.0,343.0,0.0,7.0,8.0,844.0
30-34,0.0,20.0,19.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,337.0,304.0,0.0,4.0,5.0,708.0
35-39,0.0,17.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,3.0,4.0,0.0,411.0,357.0,0.0,7.0,8.0,843.0
40-44,0.0,16.0,24.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,1.0,3.0,0.0,436.0,364.0,0.0,4.0,7.0,876.0
45-49,0.0,20.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,12.0,0.0,1.0,3.0,0.0,453.0,419.0,0.0,9.0,13.0,955.0
50-54,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,5.0,2.0,0.0,483.0,470.0,0.0,11.0,12.0,1018.0
55-59,0.0,16.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,1.0,0.0,443.0,417.0,0.0,9.0,14.0,929.0
60-64,0.0,16.0,8.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,7.0,0.0,410.0,415.0,0.0,2.0,13.0,891.0
65-OVER,0.0,24.0,32.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,4.0,5.0,0.0,1148.0,1043.0,0.0,20.0,23.0,2314.0
TOTAL,0.0,161.0,180.0,0.0,14.0,16.0,0.0,4.0,0.0,0.0,49.0,67.0,0.0,34.0,30.0,2.0,4513.0,4132.0,0.0,73.0,103.0,9378.0
