AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,26.67,35.42,38.71,60.0,32.35,50.32,34.44,44.1
25-29,21.05,36.34,40.91,33.33,41.67,45.06,41.3,43.25
30-34,50.0,46.51,40.0,66.67,50.0,56.58,50.44,54.49
35-39,61.54,54.38,69.49,0.0,44.44,62.3,53.29,60.51
40-44,25.0,60.09,55.0,0.0,69.23,64.07,51.86,62.11
45-49,68.42,63.17,65.57,50.0,62.5,69.19,54.85,67.24
50-54,61.9,65.29,79.07,25.0,56.25,71.18,50.96,69.07
55-59,63.64,69.43,55.17,75.0,63.64,73.87,59.6,72.33
60-64,43.75,74.92,63.64,50.0,50.0,75.9,62.96,74.69
65-OVER,54.55,71.97,64.0,66.67,40.0,76.29,65.59,75.13
TOTAL,45.5,57.42,56.51,51.61,48.26,65.72,48.56,62.87
