AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1535.0,0.0,91.0,72.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,5.0,1.0,1.0,633.0,556.0,0.0,74.0,66.0
30-34,1346.0,1.0,69.0,62.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,14.0,7.0,0.0,4.0,4.0,1.0,572.0,484.0,0.0,58.0,57.0
35-39,1336.0,1.0,62.0,60.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,4.0,3.0,0.0,602.0,464.0,0.0,71.0,52.0
40-44,1380.0,0.0,40.0,41.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,7.0,2.0,0.0,612.0,543.0,0.0,70.0,43.0
45-49,1513.0,0.0,47.0,48.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,4.0,3.0,0.0,687.0,593.0,0.0,60.0,53.0
50-54,1716.0,0.0,40.0,44.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,6.0,5.0,1.0,752.0,717.0,0.0,82.0,52.0
55-59,1661.0,1.0,55.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,2.0,1.0,767.0,669.0,0.0,66.0,61.0
60-64,1545.0,1.0,35.0,43.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,8.0,2.0,0.0,697.0,637.0,0.0,60.0,51.0
65-OVER,3777.0,1.0,55.0,74.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,4.0,8.0,0.0,9.0,6.0,0.0,1735.0,1581.0,0.0,170.0,122.0
TOTAL,15809.0,5.0,494.0,469.0,0.0,29.0,33.0,0.0,4.0,3.0,0.0,68.0,52.0,0.0,51.0,28.0,4.0,7057.0,6244.0,0.0,711.0,557.0
