PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
COLWELL,71.97,72.33,0.00,72.08
FAIRPLAY,60.78,65.62,0.00,63.27
FLINTHILL,64.32,64.90,0.00,64.62
HEMPTOWN,66.91,68.01,100.0,67.51
HOTHOUSE,64.95,68.02,0.00,66.52
MINERAL BLUFF,68.46,68.01,0.00,68.23
MOBILE,64.02,68.63,0.00,66.51
MORGANTON,67.23,68.25,0.00,67.76
NOONTOOTLA,71.50,73.78,0.00,72.62
SKENIAH,79.19,76.64,0.00,77.97
SUGAR CREEK,67.00,67.83,100.0,67.48
TOCCOA,64.10,64.30,0.00,64.19
TOTAL,66.28,67.30,57.14,66.81
