,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,100.0,48.86,,,33.33,45.57,54.55,48.24
1,100.0,45.26,0.0,,0.0,57.38,42.86,47.71
2,,56.82,,,,71.01,50.0,60.56
3,0.0,56.3,,,100.0,71.43,16.67,60.96
4,,61.59,100.0,,50.0,78.63,33.33,68.17
5,,66.84,100.0,100.0,0.0,76.23,60.0,70.06
6,100.0,64.45,,0.0,100.0,83.22,36.36,71.12
7,100.0,70.1,0.0,50.0,,82.27,0.0,74.27
8,50.0,69.37,,100.0,100.0,78.5,50.0,74.16
9,71.43,61.16,50.0,60.0,46.67,75.47,41.38,66.47
