,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,0.0,37.97,,,,60.48,37.5,45.41
1,,47.69,,,100.0,52.99,80.0,50.77
2,,53.42,0.0,,,61.86,50.0,55.52
3,,59.01,100.0,,100.0,73.11,20.0,64.58
4,,68.02,0.0,0.0,,69.42,0.0,67.45
5,0.0,64.35,50.0,100.0,0.0,80.42,80.0,70.36
6,0.0,70.46,,,,79.87,71.43,73.42
7,,76.26,,,100.0,83.24,83.33,79.56
8,66.67,72.1,,,50.0,79.46,50.0,75.84
9,28.57,62.62,33.33,50.0,75.0,74.57,57.97,67.49
