-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,199.0,168.0,0.0,100.0,39.0,563.0
30-34,0.0,27.0,27.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,284.0,188.0,0.0,89.0,41.0,673.0
35-39,0.0,30.0,33.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,264.0,204.0,0.0,112.0,52.0,705.0
40-44,0.0,29.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,291.0,250.0,0.0,86.0,66.0,750.0
45-49,0.0,29.0,24.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,1.0,0.0,321.0,319.0,0.0,122.0,74.0,907.0
50-54,1.0,35.0,32.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,392.0,347.0,0.0,130.0,79.0,1032.0
55-59,0.0,34.0,31.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,386.0,357.0,1.0,136.0,82.0,1035.0
60-64,0.0,27.0,17.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,357.0,359.0,0.0,126.0,84.0,980.0
65-OVER,1.0,69.0,60.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,2.0,1.0,0.0,971.0,840.0,1.0,221.0,159.0,2344.0
TOTAL,2.0,307.0,268.0,0.0,16.0,14.0,0.0,1.0,2.0,0.0,26.0,31.0,0.0,16.0,5.0,4.0,3465.0,3032.0,2.0,1122.0,676.0,8989.0
