AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,100.0,36.26,0.0,0.0,0.0,57.65,50.0,46.99
30-34,0.0,31.43,33.33,0.0,50.0,70.27,0.0,50.67
35-39,0.0,54.55,0.0,0.0,100.0,68.49,100.0,61.84
40-44,0.0,57.14,0.0,100.0,0.0,68.66,0.0,60.58
45-49,100.0,63.64,100.0,0.0,0.0,76.85,100.0,72.38
50-54,100.0,69.37,0.0,0.0,0.0,79.05,66.67,74.21
55-59,0.0,68.47,0.0,0.0,0.0,83.78,0.0,75.45
60-64,0.0,73.87,0.0,0.0,0.0,85.26,80.0,79.15
65-OVER,0.0,75.61,0.0,0.0,0.0,79.88,66.67,77.94
TOTAL,70.0,62.43,33.33,100.0,33.33,76.37,63.64,69.56
