-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,2.0,134.0,87.0,0.0,23.0,22.0,0.0,1.0,0.0,0.0,25.0,9.0,0.0,17.0,19.0,0.0,923.0,733.0,1.0,1767.0,735.0,4498.0
30-34,2.0,121.0,99.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,35.0,6.0,1.0,27.0,11.0,0.0,975.0,827.0,0.0,1693.0,698.0,4517.0
35-39,0.0,93.0,92.0,0.0,20.0,13.0,0.0,1.0,1.0,0.0,16.0,15.0,0.0,16.0,29.0,0.0,976.0,856.0,0.0,1865.0,850.0,4843.0
40-44,2.0,93.0,57.0,0.0,19.0,11.0,0.0,1.0,1.0,0.0,26.0,11.0,0.0,25.0,20.0,0.0,1014.0,886.0,0.0,1695.0,857.0,4718.0
45-49,3.0,68.0,72.0,0.0,15.0,15.0,0.0,1.0,2.0,0.0,26.0,12.0,0.0,25.0,26.0,2.0,1236.0,1046.0,0.0,1712.0,933.0,5194.0
50-54,2.0,69.0,56.0,0.0,14.0,10.0,0.0,1.0,5.0,0.0,16.0,21.0,0.0,27.0,19.0,0.0,1431.0,1207.0,0.0,1904.0,1131.0,5913.0
55-59,0.0,74.0,78.0,0.0,14.0,10.0,0.0,2.0,3.0,1.0,20.0,15.0,0.0,18.0,28.0,0.0,1653.0,1480.0,0.0,2085.0,1190.0,6671.0
60-64,0.0,61.0,60.0,0.0,15.0,8.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,20.0,24.0,0.0,1760.0,1510.0,0.0,1745.0,1046.0,6270.0
65-OVER,0.0,131.0,101.0,0.0,22.0,17.0,0.0,2.0,3.0,0.0,15.0,8.0,1.0,35.0,40.0,1.0,5246.0,4119.0,0.0,3645.0,2106.0,15492.0
TOTAL,11.0,844.0,702.0,0.0,153.0,116.0,0.0,13.0,15.0,1.0,188.0,106.0,2.0,210.0,216.0,3.0,15214.0,12664.0,1.0,18111.0,9546.0,58116.0
