PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
104,61.75,71.06,75.0,67.01
105,71.67,72.43,66.67,72.06
106,69.33,70.83,0.0,70.11
107,67.97,69.26,100.0,68.67
88888,0.0,0.0,0.0,0.0
TOTAL,67.63,70.86,77.78,69.36
