,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,36.61,40.6,0.0,38.85
1,45.96,46.73,,46.4
2,51.52,57.02,50.0,54.79
3,56.14,63.61,0.0,60.28
4,64.67,64.54,100.0,64.62
5,63.49,68.08,,66.02
6,67.66,71.84,50.0,69.97
7,75.45,74.54,100.0,74.97
8,74.93,73.23,100.0,73.98
9,62.65,64.21,63.64,63.52
