,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,34.11,49.05,23.08,42.39
1,41.66,56.1,33.33,49.77
2,51.06,63.11,0.0,57.84
3,56.81,66.47,33.33,62.31
4,62.12,69.94,45.45,66.51
5,66.06,73.77,66.67,70.37
6,69.72,76.66,14.29,73.53
7,72.99,78.54,0.0,76.07
8,74.35,73.66,40.0,73.93
9,60.06,67.91,29.51,64.49
