AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,8841.0,5.0,504.0,527.0,0.0,65.0,47.0,0.0,2.0,1.0,0.0,125.0,113.0,0.0,30.0,20.0,2.0,3100.0,2748.0,1.0,856.0,695.0
30-34,8556.0,2.0,574.0,502.0,0.0,49.0,49.0,0.0,3.0,3.0,0.0,126.0,88.0,0.0,39.0,21.0,5.0,3086.0,2637.0,0.0,836.0,536.0
35-39,9737.0,5.0,544.0,535.0,0.0,63.0,41.0,0.0,3.0,0.0,1.0,121.0,113.0,0.0,31.0,22.0,1.0,3498.0,2955.0,0.0,1096.0,708.0
40-44,10505.0,4.0,515.0,550.0,0.0,57.0,47.0,0.0,5.0,2.0,0.0,160.0,119.0,0.0,51.0,32.0,1.0,3675.0,3246.0,0.0,1224.0,817.0
45-49,11709.0,1.0,465.0,454.0,0.0,54.0,42.0,0.0,2.0,0.0,0.0,133.0,117.0,0.0,43.0,23.0,1.0,4199.0,3940.0,2.0,1285.0,948.0
50-54,10215.0,1.0,356.0,390.0,0.0,39.0,35.0,0.0,3.0,2.0,0.0,104.0,90.0,0.0,26.0,18.0,1.0,3704.0,3600.0,2.0,1026.0,818.0
55-59,8436.0,1.0,293.0,303.0,0.0,39.0,46.0,0.0,0.0,1.0,0.0,64.0,57.0,0.0,20.0,17.0,1.0,3210.0,3079.0,2.0,748.0,555.0
60-64,6471.0,1.0,239.0,209.0,0.0,26.0,32.0,0.0,3.0,1.0,0.0,41.0,41.0,0.0,18.0,11.0,0.0,2618.0,2361.0,0.0,513.0,357.0
65-OVER,13550.0,4.0,480.0,402.0,0.0,27.0,28.0,0.0,6.0,1.0,0.0,109.0,58.0,0.0,27.0,22.0,1.0,6092.0,4925.0,0.0,870.0,498.0
TOTAL,88020.0,24.0,3970.0,3872.0,0.0,419.0,367.0,0.0,27.0,11.0,1.0,983.0,796.0,0.0,285.0,186.0,13.0,33182.0,29491.0,7.0,8454.0,5932.0
