,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,100.0,49.06,0.0,0.0,100.0,55.27,59.09,53.15
1,,40.62,0.0,0.0,66.67,55.74,44.0,49.75
2,66.67,61.34,100.0,100.0,0.0,60.45,47.06,60.06
3,0.0,61.54,,,0.0,63.73,60.0,62.56
4,66.67,58.39,,,50.0,71.75,72.73,67.44
5,0.0,69.14,50.0,,100.0,78.86,68.97,75.09
6,,72.88,,100.0,25.0,79.28,77.42,76.99
7,0.0,72.67,50.0,100.0,100.0,83.8,76.47,80.17
8,66.67,77.46,66.67,,,80.87,64.29,79.47
9,52.94,65.27,41.67,66.67,46.67,73.98,63.78,70.84
