PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
88888,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,7.00,5.00,19.00
99999,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,0.00,5.00,7.00,21.00
ANNX,4.00,135.0,159.0,1.00,22.00,24.00,0.00,4.00,0.00,1.00,72.00,51.00,0.00,46.00,28.00,1.00,1696.0,1513.0,1.00,410.0,340.0,4508.0
BMS,5.00,281.0,327.0,0.00,44.00,33.00,1.00,2.00,4.00,0.00,83.00,66.00,0.00,116.0,64.00,3.00,3110.0,2865.0,1.00,694.0,589.0,8288.0
CENT,2.00,202.0,251.0,0.00,45.00,45.00,0.00,4.00,6.00,0.00,92.00,63.00,1.00,96.00,66.00,5.00,2659.0,2283.0,4.00,980.0,639.0,7443.0
CGTC,3.00,161.0,157.0,0.00,26.00,22.00,0.00,3.00,0.00,0.00,46.00,38.00,0.00,53.00,26.00,3.00,1534.0,1406.0,0.00,446.0,400.0,4324.0
FMMS,5.00,296.0,307.0,2.00,50.00,50.00,0.00,8.00,2.00,1.00,122.0,87.00,0.00,124.0,98.00,6.00,2752.0,2494.0,3.00,1302.0,1022.0,8731.0
HAFS,0.00,25.00,25.00,0.00,5.00,3.00,0.00,1.00,2.00,0.00,14.00,8.00,0.00,3.00,4.00,0.00,616.0,611.0,0.00,172.0,124.0,1613.0
HCTC,6.00,207.0,260.0,2.00,50.00,34.00,0.00,2.00,1.00,0.00,87.00,59.00,0.00,50.00,37.00,3.00,2151.0,1829.0,3.00,1117.0,759.0,6657.0
HEFS,0.00,12.00,21.00,0.00,1.00,5.00,0.00,3.00,0.00,0.00,1.00,4.00,0.00,3.00,1.00,0.00,355.0,342.0,0.00,232.0,194.0,1174.0
HHPC,4.00,218.0,236.0,0.00,47.00,24.00,0.00,2.00,0.00,0.00,107.0,54.00,0.00,44.00,29.00,3.00,2067.0,1724.0,10.00,1665.0,1105.0,7339.0
MCMS,7.00,319.0,333.0,1.00,73.00,34.00,0.00,10.00,5.00,0.00,111.0,81.00,0.00,150.0,138.0,3.00,2667.0,2442.0,2.00,985.0,760.0,8121.0
MILL,5.00,78.00,60.00,0.00,16.00,8.00,0.00,0.00,0.00,0.00,23.00,21.00,0.00,12.00,5.00,1.00,797.0,701.0,2.00,302.0,225.0,2256.0
NSES,2.00,67.00,68.00,0.00,15.00,7.00,0.00,2.00,1.00,0.00,27.00,22.00,0.00,12.00,6.00,1.00,865.0,805.0,0.00,287.0,252.0,2439.0
RECR,12.00,353.0,396.0,1.00,74.00,38.00,0.00,7.00,3.00,0.00,122.0,105.0,1.00,68.00,32.00,2.00,1399.0,1177.0,43.00,3633.0,2379.0,9845.0
ROZR,7.00,184.0,221.0,0.00,40.00,28.00,0.00,5.00,4.00,0.00,68.00,71.00,0.00,75.00,60.00,5.00,4334.0,3712.0,2.00,2001.0,1296.0,12113.0
TMS,6.00,228.0,204.0,0.00,37.00,22.00,0.00,1.00,3.00,0.00,89.00,62.00,0.00,64.00,57.00,2.00,1467.0,1167.0,2.00,1319.0,759.0,5489.0
TWPK,4.00,111.0,148.0,0.00,26.00,28.00,0.00,2.00,3.00,0.00,65.00,44.00,0.00,40.00,25.00,1.00,1595.0,1450.0,0.00,653.0,454.0,4649.0
VHS,1.00,153.0,147.0,1.00,32.00,15.00,1.00,5.00,0.00,0.00,50.00,38.00,0.00,50.00,26.00,2.00,1846.0,1818.0,1.00,471.0,394.0,5051.0
TOTAL,74.00,3030.0,3321.0,8.00,603.0,420.0,2.00,61.00,34.00,2.00,1180.0,874.0,2.00,1006.0,702.0,41.00,31915.0,28347.0,74.00,16681.0,11703.0,100080.0
