-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,278.0,204.0,0.0,94.0,59.0,664.0
30-34,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,346.0,232.0,0.0,128.0,64.0,787.0
35-39,0.0,5.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,404.0,357.0,0.0,157.0,93.0,1037.0
40-44,0.0,2.0,11.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,418.0,355.0,0.0,161.0,84.0,1043.0
45-49,0.0,3.0,5.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,2.0,503.0,451.0,0.0,193.0,101.0,1274.0
50-54,0.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,469.0,494.0,0.0,206.0,141.0,1336.0
55-59,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,511.0,461.0,0.0,213.0,149.0,1346.0
60-64,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,454.0,436.0,0.0,199.0,134.0,1235.0
65-OVER,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,8.0,4.0,0.0,1279.0,1100.0,0.0,439.0,279.0,3123.0
TOTAL,1.0,44.0,38.0,1.0,9.0,9.0,0.0,5.0,4.0,0.0,28.0,15.0,1.0,29.0,12.0,3.0,4662.0,4090.0,0.0,1790.0,1104.0,11845.0
