,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,21.05,36.34,40.91,33.33,41.67,45.06,41.3,43.25
1,50.0,46.51,40.0,66.67,50.0,56.58,50.44,54.49
2,61.54,54.38,69.49,0.0,44.44,62.3,53.29,60.51
3,25.0,60.09,55.0,0.0,69.23,64.07,51.86,62.11
4,68.42,63.17,65.57,50.0,62.5,69.19,54.85,67.24
5,61.9,65.29,79.07,25.0,56.25,71.18,50.96,69.07
6,63.64,69.43,55.17,75.0,63.64,73.87,59.6,72.33
7,43.75,74.92,63.64,50.0,50.0,75.9,62.96,74.69
8,54.55,71.97,64.0,66.67,40.0,76.29,65.59,75.13
9,49.06,59.97,59.51,50.0,52.17,66.98,53.3,64.88
