AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,45.45,34.04,25.29,50,31.2,25.11,0,25.93,20.83,0,34.13,23.69,0,33.93,29.27,71.43,46.81,41.05,18.18,37.23,22.18,34.03
25-29,18.18,36.08,24.89,0,32.29,23.08,0,0,25,100,28.62,22.94,0,27.37,23.16,0,36.33,34.87,0,37.51,20.33,31.8
30-34,33.33,42.23,30.09,0,38.41,41.24,0,20,14.29,0,33.91,23.42,0,28.18,23.53,133.33,38.57,37.94,0,45.12,28.46,37.76
35-39,40,42.82,33.42,0,41.59,21.05,0,60,33.33,0,35.81,28.26,0,36.79,39.13,100,46.07,42.92,50,49.88,32.60,42.73
40-44,75,44.55,40.55,0,36.78,42.86,0,57.14,40,0,38.8,42.31,0,49.57,43.37,0,55.42,52.52,0,54.91,36.82,49.52
45-49,66.67,52,47.81,0,44.07,42.86,0,33.33,16.67,0,47.33,40,0,53.97,53.33,33.33,61.5,60.14,0,61.62,44.92,56.46
50-54,33.33,50.36,40.07,0,46.27,44.19,0,50,33.33,0,57.66,47.06,0,52.17,48.61,50,68.17,64.54,0,66.39,51.01,61.56
55-59,50,53.16,45.53,0,71.74,52.83,100,50,0,0,60.94,53.85,100,41.18,57.41,50,70.36,67.37,100,70.11,56.95,65.3
60-64,100,58.89,49.08,0,46.94,51.61,0,100,50,100,52.25,56.98,0,52.33,57.14,0,73.33,73.92,0,73.77,64.15,70.2
65-OVER,7.14,59.88,53.31,0,53.95,52.94,0,50,100,0,49.67,53.6,0,56.04,56.47,100,70.87,75.31,0,71.74,67.14,70.68
TOTAL,34.48,44.63,35.53,25.0,39.43,34.42,100.0,34.15,31.34,66.67,40.78,35.45,33.33,43.89,41.34,51.61,58.52,57.22,15.38,55.54,40.72,51.85
