PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1713,61.79,63.88,40.00,62.87
1923,62.73,65.63,33.33,64.25
1933,62.77,67.31,0.00,65.11
1943,64.83,67.13,100.0,66.07
2713,70.97,72.04,60.00,71.53
2923,74.08,76.44,100.0,75.34
2933,67.10,71.84,100.0,69.72
2943,67.47,69.42,100.0,68.59
2953,70.57,70.91,0.00,70.76
3713,51.05,56.51,66.67,54.09
3723,55.56,56.39,0.00,56.03
3733,60.55,63.22,100.0,62.01
3743,53.10,59.47,83.33,56.46
4913,53.42,55.32,66.67,54.56
4923,50.76,58.82,28.57,55.19
4933,45.47,52.38,33.33,49.42
5913,50.06,61.45,100.0,56.79
5923,43.48,50.36,100.0,47.45
5933,35.07,48.39,16.67,43.34
5943,37.12,48.10,25.00,43.56
88888,33.33,16.67,0.00,26.67
99999,0.00,0.00,0.00,0.00
TOTAL,57.55,61.70,59.09,59.85
