AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,7381.0,7.0,422.0,453.0,0.0,65.0,49.0,0.0,6.0,2.0,0.0,82.0,68.0,0.0,13.0,18.0,1.0,2458.0,2243.0,1.0,841.0,652.0
30-34,6442.0,2.0,391.0,380.0,0.0,29.0,18.0,0.0,2.0,0.0,0.0,52.0,42.0,0.0,23.0,17.0,1.0,2296.0,2072.0,0.0,616.0,501.0
35-39,5848.0,0.0,339.0,336.0,0.0,35.0,21.0,0.0,4.0,2.0,0.0,51.0,46.0,0.0,20.0,11.0,1.0,2159.0,1809.0,0.0,612.0,402.0
40-44,5897.0,1.0,271.0,247.0,1.0,22.0,28.0,0.0,0.0,1.0,0.0,38.0,33.0,0.0,17.0,10.0,1.0,2264.0,1890.0,0.0,635.0,438.0
45-49,6434.0,0.0,275.0,274.0,0.0,21.0,14.0,0.0,1.0,1.0,0.0,56.0,49.0,0.0,20.0,14.0,2.0,2385.0,2185.0,1.0,611.0,525.0
50-54,6339.0,0.0,265.0,268.0,0.0,19.0,20.0,0.0,1.0,2.0,0.0,36.0,59.0,0.0,15.0,15.0,3.0,2386.0,2207.0,0.0,584.0,459.0
55-59,6091.0,0.0,210.0,247.0,0.0,18.0,16.0,0.0,2.0,0.0,0.0,22.0,22.0,0.0,17.0,17.0,1.0,2412.0,2165.0,0.0,545.0,397.0
60-64,5190.0,0.0,184.0,180.0,0.0,15.0,12.0,0.0,1.0,0.0,0.0,24.0,22.0,0.0,12.0,10.0,2.0,2099.0,1893.0,0.0,424.0,312.0
65-OVER,13086.0,2.0,380.0,332.0,0.0,28.0,22.0,0.0,2.0,2.0,0.0,48.0,37.0,0.0,25.0,16.0,1.0,5897.0,4841.0,1.0,854.0,598.0
TOTAL,62708.0,12.0,2737.0,2717.0,1.0,252.0,200.0,0.0,19.0,10.0,0.0,409.0,378.0,0.0,162.0,128.0,13.0,24356.0,21305.0,3.0,5722.0,4284.0
