AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,33.33,35.71,64.0,0.0,45.45,48.57,44.17,47.1
30-34,37.5,54.78,57.14,100.0,58.33,60.83,62.88,60.33
35-39,14.29,57.72,61.54,100.0,66.67,68.2,48.78,65.12
40-44,55.56,68.14,46.67,0.0,71.43,71.86,50.62,69.93
45-49,85.71,67.26,66.67,100.0,60.0,74.06,55.79,72.37
50-54,63.64,67.91,100.0,0.0,57.14,77.62,65.48,76.11
55-59,50.0,63.78,57.14,0.0,100.0,77.04,59.26,75.02
60-64,70.0,75.68,71.43,0.0,100.0,81.78,65.82,80.45
65-OVER,73.33,73.29,41.67,50.0,90.0,79.55,61.54,78.32
TOTAL,56.96,63.64,60.83,57.14,67.74,72.93,56.2,70.96
