,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,38.04,51.52,66.67,45.02
1,51.64,60.88,0.0,56.95
2,63.99,68.62,0.0,66.43
3,67.71,71.97,,70.05
4,70.21,74.74,150.0,72.76
5,76.27,77.97,,77.14
6,76.85,78.35,100.0,77.67
7,80.08,82.71,,81.46
8,81.11,80.18,0.0,80.57
9,69.71,73.43,66.67,71.72
