-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,14.0,32.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,348.0,372.0,0.0,246.0,185.0,1216.0
30-34,1.0,15.0,26.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,373.0,288.0,0.0,200.0,139.0,1055.0
35-39,0.0,11.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,323.0,318.0,0.0,152.0,102.0,931.0
40-44,1.0,11.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,350.0,307.0,0.0,159.0,89.0,940.0
45-49,1.0,17.0,18.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,440.0,360.0,0.0,140.0,107.0,1094.0
50-54,0.0,11.0,22.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,418.0,405.0,0.0,170.0,132.0,1173.0
55-59,0.0,9.0,17.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,474.0,413.0,0.0,174.0,141.0,1239.0
60-64,0.0,17.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,456.0,427.0,0.0,163.0,110.0,1195.0
65-OVER,0.0,29.0,23.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,1.0,0.0,1294.0,1107.0,0.0,359.0,237.0,3075.0
TOTAL,3.0,134.0,174.0,0.0,29.0,24.0,0.0,2.0,1.0,0.0,29.0,20.0,0.0,14.0,9.0,1.0,4476.0,3997.0,0.0,1763.0,1242.0,11918.0
