PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
PRECINCT 1,00000,56.67,35.71,00000,10000,25000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,62.22,69.44,00000,70.79,47.91,60.44
PRECINCT 5,10000,52.50,31.11,00000,50000,00000,00000,00000,00000,00000,66.67,20000,00000,33.33,50000,00000,74.74,75.06,00000,57.86,46.96,70.23
PRECINCT 6,00000,70.83,41.51,00000,00000,00000,00000,00000,50000,00000,44.44,50000,00000,50000,00000,00000,72.82,74.01,00000,70.49,53.51,68.43
88888,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,10000,00000,10000
TOTAL,100.0,61.02,36.43,00000,66.67,16.67,00000,00000,50.00,00000,50.00,25.00,00000,42.86,25.00,00000,73.29,74.31,0.00,68.86,49.94,67.43
