,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,21.95,36.94,1.15,29.76
1,30.94,48.24,6.12,40.53
2,40.27,55.62,3.92,48.89
3,49.66,60.87,12.5,55.66
4,52.88,64.62,10.0,59.17
5,59.2,68.53,10.0,63.93
6,59.61,70.86,10.71,65.61
7,66.65,75.32,20.69,71.28
8,67.93,68.89,15.79,68.26
9,50.54,61.04,8.86,56.17
