,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,32.96,43.13,0.0,38.44
1,46.14,54.11,,50.57
2,49.57,54.73,,52.54
3,57.52,63.0,,60.55
4,63.04,66.46,,64.89
5,67.02,71.54,,69.4
6,70.18,72.32,,71.34
7,70.11,70.23,50.0,70.14
8,68.97,70.31,0.0,69.7
9,60.59,64.34,25.0,62.63
