PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
WILSON,69.29,71.64,55.56,70.51
CHICOPEE,52.30,60.02,100.0,56.39
OAKWOOD I,48.95,55.23,100.0,52.46
OAKWOOD II,66.63,70.16,80.00,68.47
FLOWERY BRANCH I,64.64,67.41,57.14,66.08
FLOWERY BRANCH II,59.56,65.25,100.0,62.59
ROBERTS,67.66,71.60,85.71,69.72
MORGAN I,66.78,70.75,71.43,68.78
MORGAN II,64.00,69.95,80.00,67.10
CANDLER,63.05,67.75,50.00,65.43
TADMORE,49.33,55.51,70.00,52.65
GLADE,58.98,60.99,25.00,60.02
LULA,64.92,64.73,0.00,64.77
CLERMONT,70.60,73.97,40.00,72.30
QUILLIANS,72.51,74.60,100.0,73.63
BARK CAMP,65.92,69.49,57.14,67.78
CHESTATEE,67.92,70.06,100.0,69.05
FORK,67.48,70.37,0.00,68.91
WHELCHEL,69.09,70.30,71.43,69.72
WEST WHELCHEL,75.33,76.93,100.0,76.21
GAINESVILLE I,61.95,64.60,0.00,63.47
GAINESVILLE II,42.22,58.58,0.00,51.86
GAINESVILLE III,40.26,47.82,30.00,44.25
GAINESVILLE IV,53.03,58.46,75.00,55.96
GAINESVILLE V,52.69,55.26,33.33,54.10
GILLSVILLE,70.76,75.55,100.0,73.26
BIG HICKORY,72.86,76.44,100.0,74.73
FRIENDSHIP I,73.83,76.91,71.43,75.48
FRIENDSHIP II,66.88,70.83,20.00,68.80
FRIENDSHIP III,66.29,69.12,40.00,67.74
FRIENDSHIP IV,74.19,76.79,50.00,75.51
88888,100.0,0.00,0.00,50.00
99999,0.00,0.00,0.00,0.00
TOTAL,63.72,67.50,58.33,65.71
