PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
TARBORO,0.00,26.00,29.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,214.0,211.0,1.00,65.00,56.00,607.0
WAVERLY,0.00,38.00,43.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,1.00,0.00,0.00,337.0,354.0,0.00,127.0,60.00,967.0
WOODBINE,0.00,53.00,52.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,1.00,0.00,0.00,383.0,346.0,0.00,213.0,130.0,1192.0
BROWNTOWN,0.00,23.00,39.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.0,151.0,0.00,15.00,12.00,413.0
HARRIETTS BLUFF,0.00,69.00,80.00,0.00,4.00,2.00,0.00,2.00,0.00,0.00,8.00,0.00,0.00,0.00,1.00,1.00,467.0,471.0,0.00,42.00,30.00,1177.0
WEST KINGSLAND,0.00,96.00,89.00,0.00,7.00,8.00,0.00,1.00,2.00,0.00,9.00,9.00,0.00,9.00,1.00,1.00,598.0,513.0,0.00,119.0,70.00,1532.0
NORTH KINGSLAND,1.00,93.00,79.00,0.00,10.00,6.00,0.00,0.00,0.00,0.00,8.00,7.00,0.00,9.00,2.00,1.00,336.0,290.0,0.00,317.0,180.0,1339.0
KINGSLAND,0.00,92.00,75.00,0.00,6.00,1.00,0.00,0.00,2.00,0.00,9.00,11.00,0.00,8.00,4.00,0.00,396.0,320.0,0.00,130.0,90.00,1144.0
EAST KINGSLAND,1.00,294.0,215.0,0.00,15.00,14.00,0.00,3.00,4.00,0.00,43.00,25.00,0.00,33.00,18.00,1.00,1124.0,939.0,0.00,323.0,207.0,3259.0
NORTH ST MARYS,0.00,62.00,52.00,0.00,9.00,3.00,0.00,2.00,0.00,0.00,16.00,14.00,0.00,5.00,1.00,0.00,278.0,215.0,0.00,122.0,67.00,846.0
MARY LEE CLARK,0.00,132.0,128.0,0.00,13.00,8.00,0.00,2.00,1.00,0.00,27.00,24.00,0.00,13.00,4.00,0.00,629.0,491.0,0.00,198.0,130.0,1800.0
SOUTH ST MARYS,0.00,77.00,69.00,0.00,10.00,6.00,0.00,0.00,0.00,0.00,7.00,3.00,0.00,5.00,3.00,0.00,506.0,440.0,0.00,97.00,62.00,1285.0
MUSH BLUFF,1.00,103.0,85.00,0.00,12.00,5.00,0.00,1.00,0.00,0.00,25.00,16.00,0.00,7.00,4.00,1.00,552.0,477.0,0.00,110.0,66.00,1465.0
WEST SAINT MARYS,1.00,131.0,115.0,0.00,13.00,5.00,0.00,0.00,1.00,0.00,9.00,8.00,0.00,8.00,5.00,0.00,892.0,841.0,0.00,68.00,43.00,2140.0
TOTAL,4.00,1289.0,1150.0,0.00,108.0,62.00,0.00,11.00,10.00,0.00,168.0,123.0,0.00,100.0,43.00,5.00,6884.0,6059.0,1.00,1946.0,1203.0,19166.0
