PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01A,59.48,64.82,33.33,62.26
01B,61.57,69.63,60.00,65.66
01C,31.08,45.83,0.00,38.81
01D,57.02,54.37,100.0,55.62
01E,50.91,61.98,37.50,56.56
01F,27.37,40.18,0.00,33.13
01H,38.67,57.85,0.00,49.17
01I,0.00,0.00,0.00,0.00
01J,33.00,54.33,37.50,45.07
01P,33.73,55.74,0.00,45.75
01R,24.31,39.74,0.00,33.93
01S,37.00,51.73,33.33,44.99
01T,41.33,49.83,50.00,45.58
02A,55.16,58.68,83.33,56.70
02B,22.65,36.19,25.00,27.16
02C,53.97,53.75,50.00,53.86
02D,53.62,59.71,69.23,56.81
02E,63.84,66.35,33.33,65.08
02F1,58.81,60.39,63.64,59.62
02F2,52.84,58.77,0.00,55.92
02G,59.32,62.54,71.43,60.98
02J,53.91,60.58,66.67,56.82
02K,55.79,58.03,66.67,56.78
02L1,55.21,54.79,63.64,55.05
02L2,56.84,59.15,71.43,57.82
02S,43.62,51.82,28.57,47.37
02W,46.79,48.54,50.00,47.46
03A,32.28,33.05,0.00,32.63
03B,25.19,28.95,20.00,27.00
03C,37.02,51.61,14.29,44.48
03D,34.99,36.07,40.00,35.62
03E,31.46,42.80,33.33,37.14
03F,51.17,52.58,50.00,51.82
03G,29.72,33.33,33.33,31.73
03H,29.68,41.29,0.00,35.67
03I,34.45,41.38,62.50,37.16
03L,28.46,32.93,0.00,30.53
03M,39.25,61.19,0.00,46.52
03N,28.04,41.70,33.33,34.96
03P1A,25.15,24.99,36.84,25.12
03P2,3.45,4.65,0.00,4.17
03S,36.43,50.61,0.00,43.52
03T,37.36,46.37,55.56,41.56
04A,32.73,43.86,75.00,38.54
04B,27.13,29.98,22.22,29.19
04C,28.57,42.67,0.00,35.22
04D,35.90,54.07,33.33,45.47
04F,27.91,52.50,25.00,37.98
04G,28.39,42.47,40.00,35.30
04I,18.77,31.47,11.11,23.02
04J,21.35,20.49,28.57,20.82
04K,40.58,51.97,33.33,46.73
04L,36.54,49.73,25.00,43.13
04M,26.88,45.25,0.00,36.77
04S,41.81,57.03,20.00,50.17
04T,39.30,54.42,20.00,47.33
04V,31.36,46.26,30.77,39.27
04W,20.13,24.69,16.67,21.01
04X1,39.79,55.95,0.00,48.43
04X2,33.80,46.65,33.33,40.23
05A1,58.81,63.92,83.33,61.43
05A2,54.84,62.50,50.00,58.53
05B,38.08,57.09,22.22,47.59
05C,33.98,40.45,100.0,37.31
05D,12.47,28.50,0.00,17.99
05F,64.06,70.37,0.00,66.39
05J,60.43,67.88,0.00,64.18
05K,45.88,50.23,50.00,48.16
06B,59.44,63.08,66.67,61.32
06D,64.15,65.32,63.16,64.71
06E,57.12,59.40,50.00,58.06
06F,55.99,60.44,50.00,58.15
06G,61.54,65.11,0.00,63.18
06I,49.46,53.28,66.67,51.28
06J,64.64,67.12,100.0,65.87
06L1,67.84,73.13,50.00,70.48
06L2,64.42,70.20,100.0,67.26
06N,48.55,55.69,83.33,52.21
06Q,43.93,48.59,0.00,46.25
06R,55.88,64.44,50.00,59.65
07A,61.24,65.17,100.0,63.36
07B,72.92,74.04,0.00,73.47
07C,59.39,60.62,37.50,60.03
07D,51.99,55.30,75.00,53.70
07E,61.06,62.95,87.50,62.19
07F,60.20,65.44,33.33,62.88
07H,68.85,69.64,50.00,69.24
07J,58.03,60.05,80.00,59.18
07M,48.90,50.75,66.67,49.92
07N,46.14,48.07,75.00,47.19
08A,62.39,64.80,50.00,63.67
08B,63.16,65.56,57.14,64.39
08C,66.81,68.61,50.00,67.72
08D,70.15,71.14,100.0,70.70
08E,73.12,74.93,60.00,74.02
