PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
08F1,72.97,75.07,50.00,74.01
08G,53.33,56.56,25.00,55.12
08H,70.21,71.46,80.00,70.92
08J,71.73,73.77,63.64,72.76
08K,58.90,60.06,50.00,59.53
08L,59.99,62.42,66.67,61.35
08M,70.91,70.88,0.00,70.90
08N1,68.61,71.86,33.33,70.17
08N2,68.43,66.39,60.00,67.13
08P,52.28,56.84,0.00,54.41
09A,57.16,62.71,28.57,60.05
09B,29.15,39.12,0.00,34.81
09C,43.51,58.29,14.29,51.85
09D,34.49,53.36,25.00,44.32
09E,39.57,53.64,25.00,47.18
09F,64.36,69.86,42.86,67.37
09G,60.27,61.35,76.92,60.89
09H,50.65,52.22,80.00,51.51
09I,26.31,44.52,0.00,35.11
09K,29.23,45.92,16.67,38.88
09M,61.23,68.87,50.00,65.13
10A,45.86,68.97,0.00,59.01
10B,58.12,70.64,36.36,65.38
10C,35.11,55.50,33.33,48.35
10D,35.89,51.81,14.29,45.25
10E,48.92,61.96,40.00,56.44
10F,44.20,62.91,50.00,54.82
10G,57.53,70.21,0.00,64.81
10H1,45.23,57.33,0.00,51.50
10H2,37.46,52.41,28.57,46.39
10I,64.05,77.50,0.00,71.67
10J,33.58,49.19,0.00,41.39
10K,56.67,65.72,0.00,61.66
10M,38.27,57.00,20.00,47.87
10P,42.20,60.30,0.00,52.30
10R,31.65,55.73,0.00,46.57
11B,51.11,67.17,50.00,60.26
11C,61.30,68.95,50.00,65.64
11E1,44.74,57.59,0.00,52.02
11E2,49.74,67.59,0.00,59.42
11E3,45.29,58.40,25.00,53.10
11G,29.82,46.25,7.69,39.09
11H,42.94,60.00,33.33,51.99
11J,45.47,61.62,14.29,54.58
11K,53.22,65.64,33.33,59.99
11M,43.00,55.31,25.00,50.08
11N,52.22,71.62,28.57,63.24
11P,43.67,58.34,0.00,52.93
11R,28.81,44.02,0.00,37.44
12A,43.72,59.41,16.67,51.83
12D,33.66,48.80,20.00,42.13
12E1,26.68,40.21,8.33,33.82
12F,33.86,49.22,0.00,41.97
12G,45.50,57.84,33.33,51.74
12H,37.14,51.28,0.00,45.12
12I,34.13,50.00,50.00,43.14
12J,29.67,53.02,0.00,43.06
12K,33.89,48.19,18.18,41.19
12L,31.77,43.80,33.33,38.59
12M,39.42,52.67,42.86,47.07
12N,32.87,42.67,25.00,37.87
12S,41.71,58.25,33.33,51.12
88888,15.00,22.22,0.00,17.68
99999,0.48,0.85,0.00,0.61
AP01A,62.22,64.42,75.00,63.40
AP01B,47.86,54.24,100.0,51.37
AP01C,66.61,69.15,0.00,67.76
AP01D,58.17,60.82,80.00,59.71
AP021,66.55,68.54,100.0,67.67
AP022,60.25,64.56,85.71,62.85
AP02B,58.23,53.68,0.00,55.30
AP03,40.90,46.94,100.0,44.57
AP04A,71.99,73.05,100.0,72.58
AP04B,74.27,74.65,0.00,74.46
AP05,67.58,68.71,62.50,68.15
AP06,69.07,70.89,80.00,70.02
AP07A,65.01,65.74,62.50,65.42
AP07B,71.96,73.68,60.00,72.79
AP09A,62.35,65.20,80.00,63.88
AP09B,62.59,65.33,0.00,63.94
AP10,67.20,71.80,0.00,69.57
AP12A,54.97,57.41,0.00,56.40
AP12B,47.64,45.90,0.00,46.70
AP12C,63.77,66.05,0.00,65.05
AP13,64.81,67.12,20.00,65.95
AP14,68.09,71.29,50.00,69.68
CH01,45.04,62.35,0.00,54.42
CH02,69.33,72.89,0.00,71.11
CH03,76.00,74.58,0.00,75.23
CH04A,73.62,76.87,0.00,75.33
CH05,68.32,73.44,0.00,70.81
CP011,52.93,58.51,0.00,55.91
CP012,53.01,64.52,50.00,59.38
CP01B,49.26,58.13,0.00,54.12
CP02,46.79,51.77,50.00,49.29
CP04,7.50,29.58,0.00,21.62
CP051,44.24,58.30,25.00,51.63
CP05B,36.84,41.57,0.00,39.73
CP06A,31.06,40.50,0.00,35.66
CP07A,21.99,35.78,0.00,29.64
CP081,22.17,31.70,0.00,27.84
CP083,12.92,27.05,0.00,20.47
CP08A,20.82,32.08,0.00,27.44
EP01,43.93,55.79,15.38,50.13
EP02,43.29,53.72,14.29,48.84
EP03,51.43,64.00,0.00,58.32
EP04,44.20,54.63,44.44,50.20
FA01A,51.74,64.53,50.00,58.95
FA01B,52.85,60.00,0.00,57.19
HP01,50.15,57.46,75.00,53.90
JC01,64.75,66.05,68.00,65.42
JC02,63.73,68.72,37.50,66.36
JC03A,68.59,69.11,100.0,68.97
JC03B,61.30,66.12,75.00,63.83
JC04A,64.42,67.09,71.43,65.80
JC04B,60.80,60.24,100.0,60.62
JC05,61.40,65.27,75.00,63.49
JC06,58.71,62.01,66.67,60.46
JC07,61.24,64.31,50.00,62.80
JC08,65.29,69.28,66.67,67.35
JC09,61.17,64.64,71.43,63.04
JC10,58.61,62.59,66.67,60.78
JC11,62.33,64.06,66.67,63.24
JC12,68.49,69.12,75.00,68.84
JC13A,66.61,68.71,60.00,67.67
JC13B,62.34,70.20,0.00,66.23
JC14,65.84,66.38,66.67,66.12
JC15,57.11,62.08,25.00,59.66
JC16,67.20,70.90,66.67,69.16
JC18,67.06,70.16,60.00,68.64
JC19,66.74,67.88,42.86,67.31
ML011,71.27,72.16,0.00,71.73
ML012,61.66,67.78,0.00,64.57
ML01B,75.00,70.45,0.00,72.50
ML021,73.64,76.45,100.0,75.08
ML022,60.80,64.34,0.00,62.60
ML023,70.56,72.74,100.0,71.76
ML024,60.42,71.93,0.00,66.67
ML03,66.07,70.39,50.00,68.21
ML04A,66.85,69.38,66.67,68.14
ML04B,68.92,71.48,100.0,70.19
ML04C,70.45,82.93,0.00,76.47
ML05A,33.33,65.62,0.00,55.32
ML05B,65.13,67.62,50.00,66.34
ML05C,62.48,63.93,71.43,63.28
ML06A,46.44,56.91,50.00,52.14
ML06B,59.94,64.37,40.00,62.33
ML071,73.68,71.70,0.00,72.73
ML072,66.61,71.07,100.0,68.91
ML07A,64.71,69.15,0.00,66.98
MP01,65.56,69.88,0.00,67.80
PA01,49.17,63.52,50.00,57.56
RW01,69.67,71.52,0.00,70.63
RW02,69.66,71.02,60.00,70.36
RW03,58.47,62.64,66.67,60.77
RW04,69.48,73.18,40.00,71.25
RW05,49.49,54.14,100.0,52.08
RW06,60.50,65.23,60.00,62.98
RW07A,39.74,45.47,50.00,43.03
RW07B,57.71,61.21,33.33,59.33
RW08,67.09,67.86,50.00,67.50
RW09,67.52,70.50,37.50,68.99
RW10,70.87,72.34,40.00,71.59
RW11A,59.97,65.77,75.00,63.13
RW12,70.21,73.24,70.00,71.80
RW13,64.57,69.29,77.78,67.03
RW16,70.19,72.13,40.00,71.11
RW17,54.38,61.51,62.50,58.26
RW19,70.96,71.95,80.00,71.49
RW20,68.48,69.33,33.33,68.89
RW21,66.27,69.66,80.00,68.09
RW22A,50.37,56.12,45.45,53.60
SC01B,63.18,73.82,66.67,69.14
SC02,66.19,75.98,100.0,71.48
SC04,63.03,71.23,0.00,67.27
SC05A,55.12,68.25,100.0,63.21
SC05B,56.87,68.81,66.67,63.90
SC05D,57.02,70.02,42.86,64.54
SC07A,60.80,69.73,42.86,65.92
SC08B,51.46,67.42,45.45,60.49
SC08C,59.09,76.92,0.00,71.62
SC08D,53.78,66.99,0.00,61.16
SC08E,50.56,67.86,0.00,60.87
SC08F,33.64,61.97,0.00,50.13
SC08G,0.00,40.00,0.00,11.11
SC09A,44.11,60.59,0.00,53.62
SC09B,54.60,69.36,100.0,63.23
SC10,34.18,49.40,0.00,42.62
SC11A,46.93,67.29,33.33,58.73
SC11B,51.73,67.77,40.00,60.45
SC13,58.87,68.69,50.00,64.45
SC14,34.89,46.47,0.00,40.83
SC15,60.72,70.13,36.36,66.17
SC16,58.87,70.55,33.33,65.60
SC17A,48.15,53.85,0.00,51.52
SC17B,0.00,0.00,0.00,0.00
SC17C,53.63,58.51,0.00,56.48
SC18A,47.24,67.04,50.00,60.84
SC18B,62.84,74.09,50.00,69.16
SC19A,52.38,68.37,0.00,60.99
SC19B,41.47,56.86,50.00,49.93
SC211,57.74,70.84,50.00,65.79
SC212,53.27,64.66,50.00,60.02
SC23A,48.54,63.38,43.75,57.12
SC23B,51.80,68.00,0.00,60.64
SC27,50.96,65.20,0.00,58.91
SC29A,47.19,67.84,0.00,58.83
SC30A,59.26,57.58,0.00,58.17
SC30B,45.04,55.06,0.00,50.94
SS01,71.30,73.54,40.00,72.39
SS02A,59.70,64.09,60.00,62.01
SS02B,56.12,60.21,100.0,58.51
SS03,66.47,69.28,100.0,68.05
SS04,57.21,61.22,50.00,59.42
SS05,72.63,75.43,0.00,74.04
SS06,73.15,76.76,0.00,74.87
SS07A,67.10,66.12,100.0,66.53
SS07B,60.67,68.26,100.0,64.71
SS07C,57.49,55.09,50.00,55.95
SS08A,59.55,64.90,50.00,62.22
SS08B,61.66,68.17,0.00,65.05
SS08C,55.17,63.34,0.00,59.76
SS08D,53.05,62.20,0.00,57.91
SS09A,67.93,71.22,80.00,69.68
SS09B,69.08,70.53,0.00,69.81
SS11A,54.96,58.80,42.86,56.99
SS11B,52.83,52.72,27.27,52.56
SS11C,46.62,55.63,0.00,51.41
SS11D,65.19,77.30,0.00,71.72
SS12,67.11,66.05,40.00,66.44
SS13A,56.38,61.79,40.00,59.21
SS13B,49.79,59.11,0.00,54.87
SS14,73.11,73.62,50.00,73.34
SS15A,40.70,46.22,25.00,43.83
SS15B,51.00,54.55,50.00,53.08
SS16,72.73,74.80,0.00,73.65
SS17,61.39,65.27,60.00,63.49
SS18A,75.82,73.48,100.0,74.59
SS18B,68.55,76.19,0.00,72.40
SS19A,49.94,54.53,60.00,52.46
SS19B,53.12,55.54,0.00,54.44
SS20,53.23,58.33,100.0,56.03
SS22,53.66,56.23,42.86,55.09
SS25,65.52,70.34,75.00,68.08
SS26,46.25,53.90,75.00,50.73
SS29A,55.09,56.80,71.43,56.04
SS31,61.24,68.04,0.00,65.04
UC01A,35.00,54.23,57.14,46.50
UC01B,42.59,53.53,0.00,49.42
UC01E,74.29,85.19,0.00,80.90
UC02A,47.31,63.92,43.75,57.45
UC02B,53.85,50.00,0.00,51.72
UC031,43.03,55.52,0.00,51.04
UC032,68.00,68.18,0.00,68.12
TOTAL,52.97,60.71,43.45,57.07
