AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,177.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,37.0,0.0,52.0,20.0
30-34,202.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,61.0,54.0,0.0,51.0,24.0
35-39,180.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,62.0,53.0,0.0,39.0,19.0
40-44,197.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,84.0,39.0,0.0,39.0,23.0
45-49,244.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,83.0,63.0,0.0,55.0,27.0
50-54,349.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,112.0,104.0,0.0,73.0,44.0
55-59,331.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,91.0,107.0,0.0,74.0,44.0
60-64,303.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0,98.0,0.0,46.0,53.0
65-OVER,819.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,275.0,293.0,0.0,139.0,88.0
TOTAL,2802.0,0.0,29.0,32.0,0.0,2.0,9.0,0.0,3.0,0.0,0.0,15.0,15.0,0.0,7.0,6.0,0.0,926.0,848.0,0.0,568.0,342.0
